#id	length	evalue	coverge	probability	score
Os0632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	123	2e-59	69.0	0.98	193.9
Os0632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	55	5.4e-58	21.5	0.95	190.3
Os0632_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	176	1.5e-59	55.0	0.97	195.8
Os0651#LINE/unknown|Class_I/LINE:LINE-ENDO	223	8.3e-35	100.0	0.78	114.5
Os0651#LINE/unknown|Class_I/LINE:LINE-RT	264	5.3e-61	98.4	0.87	200.0
Os0656_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	47	0.00022	35.5	0.9	15.4
Os0678#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	3.7e-50	100.0	0.97	163.9
Os0681#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	396	3.7e-165	92.5	0.98	543.8
Os0699_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	2.9e-13	100.0	0.95	44.0
Os0699_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	3.7e-17	100.0	0.94	56.5
Os0699_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	4.9e-65	100.0	0.96	212.6
Os0699_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	7.3e-97	99.6	0.96	317.3
Os0699_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	5.9e-63	100.0	0.97	204.4
Os0707#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	393	6.2e-169	74.6	0.98	556.6
Os0707#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	455	6.7e-199	100.0	0.99	655.0
Os0712_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	84	3.5e-21	83.9	0.95	69.2
Os0715_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	5.9e-37	100.0	0.99	119.5
Os0715_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	5e-28	100.0	1.0	90.9
Os0715_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	1.4e-94	100.0	1.0	309.0
Os0715_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.1e-126	100.0	0.99	415.1
Os0715_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	3.9e-61	100.0	1.0	198.4
Os0736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	2.1e-33	100.0	0.97	109.2
Os0736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-27	100.0	1.0	90.0
Os0736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.8e-95	100.0	1.0	311.3
Os0736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.5e-66	100.0	1.0	215.3
Os0736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	307	6.2e-143	98.4	0.99	469.0
Os0736_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	1.5e-18	100.0	0.91	60.7
Os0737#Evirus/ERTBV|Class_I/LTR/Ty3_gypsy:Ty3-PROT	71	2e-08	100.0	0.81	28.8
Os0744_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	71	3.1e-21	100.0	0.96	69.6
Os0744_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	5.2e-81	100.0	0.99	264.7
Os0744_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	4.7e-125	100.0	0.99	409.7
Os0744_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.5e-60	100.0	1.0	196.6
Os0748_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	8.4e-34	100.0	0.98	110.5
Os0748_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.7e-29	100.0	1.0	95.8
Os0748_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.3e-85	100.0	0.99	279.3
Os0748_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	5.6e-63	100.0	1.0	205.3
Os0748_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	3.4e-138	100.0	0.97	453.4
Os0748_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	4.2e-22	98.7	0.94	72.1
Os0762_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	1.4e-34	100.0	0.99	112.2
Os0766#LINE/unknown|Class_I/LINE:LINE-ENDO	222	1.1e-28	100.0	0.74	94.5
Os0766#LINE/unknown|Class_I/LINE:LINE-RT	264	6.5e-63	98.8	0.86	206.2
Os0789#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	168	3.7e-44	99.3	0.92	144.5
Os0793#LINE/unknown|Class_I/LINE:LINE-ENDO	226	3.7e-28	100.0	0.73	92.8
Os0793#LINE/unknown|Class_I/LINE:LINE-RT	179	2.8e-44	64.9	0.91	145.2
Os0801#LINE/unknown|Class_I/LINE:LINE-ENDO	223	4.6e-29	99.5	0.7	95.7
Os0801#LINE/unknown|Class_I/LINE:LINE-RT	264	4.7e-57	98.8	0.86	187.0
Os0802#LINE/unknown|Class_I/LINE:LINE-RT	253	2e-60	88.2	0.91	198.1
Os0817#LINE/unknown|Class_I/LINE:LINE-RT	269	9.5e-58	98.4	0.85	189.3
Os0817#LINE/unknown|Class_I/LINE:LINE-RH	115	7.3e-20	100.0	0.95	65.3
Os0823#DNAnona/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	229	5e-92	49.5	0.96	302.8
Os0830_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.7e-29	100.0	0.99	95.6
Os0830_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	7.1e-30	100.0	0.99	96.8
Os0830_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	5.5e-87	100.0	1.0	284.2
Os0830_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	6.5e-121	100.0	0.99	396.2
Os0830_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	4.7e-58	100.0	1.0	188.4
Os0831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	1.7e-32	100.0	0.97	106.2
Os0831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2e-26	100.0	1.0	86.0
Os0831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.6e-95	100.0	1.0	311.6
Os0831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.7e-65	100.0	1.0	213.5
Os0831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	158	1.4e-91	49.4	0.99	300.3
Os0831_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	71	9.8e-21	100.0	0.91	67.7
Os0837#LINE/unknown|Class_I/LINE:LINE-ENDO	223	1.4e-31	99.5	0.76	104.0
Os0837#LINE/unknown|Class_I/LINE:LINE-RT	264	4.8e-67	98.8	0.89	219.7
Os0842#DNAauto/POLE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	144	8e-51	100.0	0.96	166.1
Os0850_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	3.2e-50	100.0	0.99	163.1
Os0850_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	2.3e-26	100.0	1.0	86.0
Os0850_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	4.6e-103	100.0	1.0	336.2
Os0850_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	9.1e-86	100.0	1.0	279.1
Os0850_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	1.6e-174	100.0	1.0	573.0
Os0850_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	1.1e-32	100.0	0.99	105.7
Os0854#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	200	2.5e-54	100.0	0.91	177.6
Os0873_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	78	7.2e-11	75.6	0.94	36.3
Os0873_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	8e-25	100.0	0.98	81.1
Os0873_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.3e-77	100.0	0.97	253.7
Os0873_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2e-120	100.0	0.99	394.5
Os0873_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1e-61	100.0	1.0	200.5
Os0875#LINE/unknown|Class_I/LINE:LINE-RT	118	1.8e-11	32.2	0.77	37.8
Os0893#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	112	3e-36	59.3	0.93	118.7
Os0894#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	190	4.7e-52	100.0	0.92	170.2
Os0896#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	175	1.4e-48	100.0	0.94	158.9
Os0898#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	427	8e-168	100.0	0.97	552.6
Os0906#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	438	3.3e-188	83.4	0.98	620.2
Os0906#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	2.2e-197	100.0	0.98	650.1
Os0908#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	433	4.6e-168	72.9	0.97	553.7
Os0908#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	4.6e-195	100.0	0.99	642.4
Os0915#LINE/unknown|Class_I/LINE:LINE-RT	131	7.6e-37	47.8	0.92	120.9
Os0934#LINE/unknown|Class_I/LINE:LINE-RT	154	4e-40	54.7	0.92	131.6
Os0935_INT#LTR/TRIM|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	69	1.2e-07	41.9	0.89	26.1
Os0948#LINE/unknown|Class_I/LINE:LINE-RT	264	1.7e-67	92.2	0.86	221.2
Os0961_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	122	1.9e-43	100.0	0.98	141.1
Os0961_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	76	2.5e-29	100.0	0.99	95.1
Os0961_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	177	2.6e-91	100.0	0.99	297.8
Os0961_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	7.5e-60	99.3	0.99	195.0
Os0961_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	6e-160	100.0	1.0	525.6
Os0975_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	49	2.1e-05	27.8	0.83	17.9
Os0984_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	90	2e-24	98.9	0.97	79.6
Os0985_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	122	2.3e-36	100.0	0.97	118.2
Os0985_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-PROT	76	1.4e-29	100.0	0.99	95.9
Os0985_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RT	177	1.2e-92	100.0	0.99	302.1
Os0985_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-RH	150	1e-55	99.3	0.96	181.5
Os0985_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-INT	318	5.4e-156	100.0	0.99	512.5
Os0988_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	2.5e-28	100.0	0.97	92.2
Os0988_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	2.2e-31	100.0	1.0	101.2
Os0988_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	8.5e-110	100.0	1.0	358.9
Os0988_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	259	5e-137	100.0	0.99	449.3
Os0988_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	2e-71	100.0	1.0	231.6
Os0993_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.2e-31	100.0	0.98	102.7
Os0993_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.1e-28	100.0	1.0	92.3
Os0993_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	6.2e-94	100.0	0.99	306.4
Os0993_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.4e-64	100.0	1.0	208.9
Os0993_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	314	1.8e-147	100.0	0.97	483.8
Os0993_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	5.2e-21	98.7	0.92	68.6
Os0994_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	86	1e-17	72.6	0.98	58.6
Os0994_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	69	4.2e-17	91.9	0.94	56.1
Os0994_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.5e-90	100.0	1.0	294.2
Os0994_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	4.4e-63	100.0	1.0	205.6
Os0994_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	314	4.4e-133	100.0	0.96	436.6
Os0994_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	75	3.6e-22	96.1	0.94	72.3
Os0995#LINE/unknown|Class_I/LINE:LINE-RT	153	1.4e-37	52.2	0.88	123.2
Os1018_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	60	4.7e-12	48.4	0.95	39.9
Os1031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	97	8.6e-21	96.8	0.89	67.9
Os1031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	69	5e-25	100.0	0.98	81.5
Os1031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	129	1.4e-55	64.2	0.96	181.7
Os1031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	66	1.1e-102	25.0	0.98	336.5
Os1031_INT#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	114	6.2e-52	85.7	0.97	168.6
Os1036_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	75	4.9e-26	75.6	0.96	84.4
Os1036_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4e-28	100.0	1.0	91.4
Os1044_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	2.5e-21	98.7	0.94	69.7
Os1051#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	204	6e-43	42.0	0.94	141.7
Os1061_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	1.5e-11	100.0	0.95	38.5
Os1061_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	74	4.8e-18	98.6	0.91	59.3
Os1061_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	8.4e-72	100.0	0.97	234.7
Os1061_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	3.6e-114	100.0	0.98	374.0
Os1061_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	6.2e-55	100.0	0.96	178.5
Os1064_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	90	1.2e-40	98.9	0.99	132.2
Os1064_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	72	6.7e-38	100.0	0.99	122.7
Os1064_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-INT	197	9.2e-107	100.0	1.0	348.6
Os1064_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RT	257	9.6e-142	100.0	0.99	464.7
Os1064_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	130	3.3e-62	100.0	1.0	202.2
Os1073_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Ogre:Ty3-GAG	69	4.4e-14	48.8	0.96	46.3
Os1083_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	56	1.4e-13	51.6	0.94	44.6
Os1083_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	3.3e-28	100.0	0.98	91.5
Os1083_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	2e-88	100.0	1.0	288.9
Os1083_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	5.4e-95	100.0	0.98	311.3
Os1083_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.9e-48	100.0	0.99	157.4
Os1100#LINE/unknown|Class_I/LINE:LINE-ENDO	225	5.2e-29	93.2	0.73	95.6
Os1100#LINE/unknown|Class_I/LINE:LINE-RT	117	5.4e-24	40.8	0.9	78.8
Os1113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	3.7e-40	100.0	0.99	130.1
Os1113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	5.5e-23	100.0	0.97	74.3
Os1113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	203	5.9e-102	99.5	0.99	333.2
Os1113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	186	1.9e-88	68.7	0.97	290.1
Os1113_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	133	3.9e-58	100.0	0.97	188.6
Os1115#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	299	8.8e-119	68.1	0.97	391.0
Os1115#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	446	9.6e-174	81.0	0.98	572.4
Os1121#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	169	6.6e-34	65.7	0.91	111.1
Os1144_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	68	2.2e-21	75.6	0.99	69.8
Os1144_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	9.5e-30	98.6	0.99	96.6
Os1144_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	205	2.5e-108	100.0	1.0	354.0
Os1144_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	258	1.5e-146	100.0	1.0	480.2
Os1144_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	128	1e-64	95.3	0.98	210.3
Os1151#DNAauto/hAT|Class_II/Subclass_1/TIR/hAT:hAT-TPase	375	3.6e-107	85.7	0.88	353.3
Os1153#DNAauto/PILE|Class_II/Subclass_1/TIR/PIF_Harbinger:Harbinger-TPase	140	1.5e-41	100.0	0.95	136.1
Os1156#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	425	2.8e-183	100.0	0.97	603.5
Os1159#LINE/unknown|Class_I/LINE:LINE-RT	265	7.8e-52	92.2	0.84	169.9
Os1159#LINE/unknown|Class_I/LINE:LINE-ENDO	180	2.9e-15	70.2	0.72	50.7
Os1192#LINE/unknown|Class_I/LINE:LINE-RT	169	7.5e-29	62.9	0.82	94.7
Os1207_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.8e-35	100.0	0.98	115.9
Os1207_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	9.5e-20	100.0	0.99	64.6
Os1207_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	3.1e-91	100.0	1.0	297.6
Os1207_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	53	2.4e-16	36.6	0.99	54.1
Os1207_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-INT	308	8.3e-141	100.0	0.99	462.0
Os1207_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	76	1.8e-19	97.4	0.96	63.6
Os1214_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.7e-26	98.9	0.99	86.0
Os1214_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	6.7e-28	100.0	0.99	90.5
Os1214_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	4.2e-82	100.0	1.0	268.3
Os1214_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	4.3e-118	100.0	0.99	387.0
Os1214_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	2.3e-54	100.0	1.0	176.5
Os1215#LINE/unknown|Class_I/LINE:LINE-RH	115	5.1e-20	100.0	0.9	65.8
Os1219#LINE/unknown|Class_I/LINE:LINE-RH	119	2.2e-11	79.5	0.77	38.0
Os1240#DNAauto/MULE|Class_II/Subclass_1/TIR/MuDR_Mutator:MuDR-TPase	118	1e-23	62.2	0.91	77.9
Os1242#LINE/unknown|Class_I/LINE:LINE-ENDO	187	3.2e-18	73.8	0.71	60.4
Os1242#LINE/unknown|Class_I/LINE:LINE-RT	236	3.3e-51	86.9	0.85	167.9
Os1270#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL1	340	1.2e-164	59.3	0.97	542.4
Os1270#DNAauto/Helitron|Class_II/Subclass_2/Helitron:Helitron-HEL2	460	9.5e-192	100.0	0.99	631.5
Os1279#DNAauto/CACTA|Class_II/Subclass_1/TIR/EnSpm_CACTA:CACTA-TPase	298	4.9e-121	71.4	0.97	398.4
Os1281_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	90	2.7e-32	98.9	0.99	105.4
Os1281_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	72	3.2e-36	100.0	0.99	117.3
Os1281_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-INT	197	1.8e-93	100.0	0.98	305.3
Os1281_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RT	256	2.3e-139	99.6	0.99	456.9
Os1281_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-RH	130	3e-61	100.0	1.0	199.1
Os1285_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	102	5.1e-14	100.0	0.89	46.4
Os1285_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.1e-21	100.0	0.95	69.5
Os1285_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	119	7.1e-40	56.7	0.94	130.5
Os1285_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	253	2.4e-111	100.0	0.98	364.8
Os1285_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.6e-51	100.0	1.0	165.1
Os1292#DNAauto/MLE|Class_II/Subclass_1/TIR/Tc1_Mariner:Mariner-TPase	173	2.1e-67	100.0	0.99	220.1
Os1294_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	128	4.8e-41	99.2	0.97	133.5
Os1294_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	74	2e-21	100.0	0.99	70.2
Os1294_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	7.2e-101	100.0	1.0	329.1
Os1294_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	2.2e-84	100.0	1.0	274.6
Os1294_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	308	1.4e-165	100.0	1.0	543.6
Os1294_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	76	2.4e-29	98.7	0.99	95.1
Os1299_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	1.3e-31	100.0	0.99	103.4
